employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
1728,Research & Development,Manufacturing Director,6883,7,0.0842,LOW,75.0,11,9,55.0,Active Listening|Adobe Creative Cloud software|Apple macOS|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1729,Research & Development,Research Scientist,2862,10,0.1045,LOW,68.75,11,11,50.0,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Docker|Git|GitHub|Learning Strategies|Mathematics|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1731,Sales,Sales Executive,4978,1,0.1668,LOW,75.0,8,11,42.11,Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1732,Sales,Sales Executive,10368,10,0.1455,LOW,75.0,10,9,52.63,Active Learning|Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1733,Sales,Sales Executive,6134,2,0.3339,LOW,43.75,11,8,57.89,Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Critical Thinking|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1734,Sales,Sales Executive,6735,0,0.6904,HIGH,37.5,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft Outlook|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1735,Research & Development,Laboratory Technician,3295,3,0.2516,LOW,68.75,8,12,40.0,Active Learning|Active Listening|Critical Thinking|Database software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1736,Research & Development,Manufacturing Director,5238,5,0.1253,LOW,93.75,10,10,50.0,Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
1737,Research & Development,Laboratory Technician,6472,9,0.1062,LOW,93.75,10,10,50.0,Active Learning|Commercial plate reader software|Data entry software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1739,Sales,Sales Executive,9610,4,0.2171,LOW,68.75,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1740,Sales,Manager,19833,21,0.1163,LOW,56.25,12,8,60.0,Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Atlassian Confluence|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1744,Human Resources,Human Resources,9756,5,0.1126,LOW,62.5,10,10,50.0,Active Learning|Adobe Illustrator|Applicant tracking software|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Workday software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1745,Research & Development,Research Scientist,4968,9,0.1041,LOW,68.75,11,11,50.0,Apache Hadoop|Apache Spark|Bash|C|Critical Thinking|Docker|Git|Go|Learning Strategies|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1746,Human Resources,Human Resources,2145,2,0.202,LOW,75.0,8,12,40.0,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Oracle HRIS,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1747,Human Resources,Human Resources,2180,4,0.5598,MEDIUM,75.0,9,11,45.0,Active Learning|Adobe Illustrator|Applicant tracking software|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Speaking|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1749,Sales,Sales Executive,8346,5,0.1136,LOW,62.5,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1751,Research & Development,Research Scientist,3445,6,0.1017,LOW,81.25,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Bash|C++|GitHub|Mathematics|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1752,Sales,Sales Representative,2760,2,0.7452,HIGH,50.0,8,11,42.11,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1753,Research & Development,Healthcare Representative,6294,3,0.2877,LOW,93.75,9,10,47.37,Active Learning|Apache Hadoop|Critical Thinking|HubSpot software|Intuit QuickBooks|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1754,Sales,Sales Executive,7140,7,0.2033,LOW,43.75,10,9,52.63,Adobe Acrobat|Adobe Creative Cloud software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1755,Research & Development,Research Scientist,2932,5,0.15,LOW,81.25,10,12,45.45,Active Learning|Active Listening|Ansible software|Apache Kafka|Apache Spark|C|Critical Thinking|Docker|Git|GitHub|Go|Learning Strategies,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1756,Sales,Sales Executive,5147,11,0.1777,LOW,81.25,10,9,52.63,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1757,Sales,Sales Executive,4507,5,0.1669,LOW,87.5,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1758,Sales,Sales Executive,8564,0,0.7749,HIGH,50.0,9,10,47.37,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Microsoft Office software|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1760,Research & Development,Laboratory Technician,2468,6,0.1716,LOW,56.25,10,10,50.0,Active Learning|Active Listening|Critical Thinking|Database software|MEDITECH software|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1761,Sales,Sales Executive,8161,1,0.6662,HIGH,50.0,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1762,Research & Development,Research Scientist,2109,1,0.4519,MEDIUM,62.5,9,13,40.91,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Docker|Git|Go|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1763,Research & Development,Healthcare Representative,5294,7,0.1063,LOW,81.25,9,10,47.37,Active Learning|Active Listening|Apache Hadoop|Critical Thinking|Google Analytics|HubSpot software|Intuit QuickBooks|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1764,Research & Development,Research Scientist,2718,7,0.179,LOW,56.25,11,11,50.0,Ansible software|Apache Hadoop|Apache Spark|Bash|C++|Critical Thinking|Docker|Mathematics|Reading Comprehension|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1766,Research & Development,Healthcare Representative,5811,1,0.2426,LOW,62.5,10,9,52.63,Amazon Web Services AWS software|Apache Hadoop|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Office software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1767,Research & Development,Research Scientist,2437,1,0.7264,HIGH,75.0,10,12,45.45,Active Learning|Active Listening|Apache Hadoop|Apache Kafka|Apache Spark|C|Critical Thinking|Git|Go|Mathematics|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1768,Research & Development,Laboratory Technician,2766,5,0.2801,LOW,56.25,9,11,45.0,Active Learning|Active Listening|Billing software|Data entry software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|SAP software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1770,Research & Development,Research Director,19038,1,0.1292,LOW,50.0,17,5,77.27,Active Listening|Critical Thinking|Microsoft SharePoint|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1771,Research & Development,Research Scientist,3055,9,0.086,LOW,81.25,11,11,50.0,Active Learning|Active Listening|Ansible software|Apache Kafka|Apache Spark|C++|GitHub|Go|Learning Strategies|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1772,Research & Development,Laboratory Technician,2289,5,0.1394,LOW,56.25,9,11,45.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1774,Sales,Sales Executive,4001,15,0.1041,LOW,81.25,10,9,52.63,Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1775,Research & Development,Manufacturing Director,12965,3,0.142,LOW,62.5,14,6,70.0,Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Microsoft PowerPoint|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1778,Human Resources,Human Resources,3539,9,0.0997,LOW,68.75,10,10,50.0,Active Learning|Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Microsoft Office software|Reading Comprehension|Workday software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1779,Sales,Sales Executive,6029,2,0.1901,LOW,62.5,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1780,Sales,Sales Representative,2679,1,0.7451,HIGH,56.25,7,12,36.84,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1782,Research & Development,Laboratory Technician,3702,5,0.1091,LOW,68.75,9,11,45.0,Active Learning|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft Word|SAP software|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1783,Research & Development,Laboratory Technician,2398,1,0.8714,HIGH,62.5,8,12,40.0,Billing software|Commercial plate reader software|Database software|Google Docs|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1784,Sales,Sales Executive,5468,12,0.24,LOW,50.0,10,9,52.63,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1786,Research & Development,Manager,13116,2,0.1091,LOW,68.75,11,9,55.0,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Monitoring|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1787,Sales,Sales Executive,4189,5,0.2082,LOW,43.75,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1789,Research & Development,Research Director,19328,2,0.1059,LOW,81.25,14,8,63.64,Active Learning|Adobe Acrobat|Adobe Photoshop|Critical Thinking|Learning Strategies|Microsoft Access|Microsoft PowerPoint|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
1790,Research & Development,Healthcare Representative,8321,12,0.1301,LOW,75.0,10,9,52.63,Active Learning|Active Listening|Apache Hadoop|Google Analytics|Google Workspace software|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1792,Research & Development,Research Scientist,2342,5,0.6776,HIGH,68.75,10,12,45.45,Active Listening|Ansible software|Apache Kafka|Apache Spark|Bash|C++|Critical Thinking|Docker|Git|Learning Strategies|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1794,Human Resources,Human Resources,4071,10,0.1872,LOW,68.75,12,8,60.0,Active Listening|Adobe Acrobat|Adobe Illustrator|Critical Thinking|Microsoft Excel|Monitoring|Workday software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1797,Sales,Sales Executive,5813,10,0.5827,MEDIUM,87.5,9,10,47.37,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1798,Research & Development,Research Scientist,3143,10,0.1263,LOW,68.75,12,10,54.55,Ansible software|Apache Hadoop|C|Git|GitHub|Go|Learning Strategies|Mathematics|Monitoring|Speaking,Applied Machine Learning & Deep Learning (C-TECH-03)
1799,Research & Development,Research Scientist,2044,5,0.1101,LOW,81.25,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C|C++|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1800,Research & Development,Research Director,13464,4,0.1304,LOW,75.0,11,11,50.0,Active Learning|Adobe Photoshop|Critical Thinking|Learning Strategies|Microsoft Access|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Project|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1801,Sales,Sales Executive,7991,2,0.2679,LOW,56.25,8,11,42.11,Active Learning|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1802,Research & Development,Laboratory Technician,3377,4,0.1424,LOW,68.75,9,11,45.0,Active Listening|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1803,Research & Development,Healthcare Representative,5538,0,0.1407,LOW,62.5,9,10,47.37,Active Learning|Critical Thinking|HubSpot software|IBM SPSS Statistics|Linux|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1804,Research & Development,Manufacturing Director,5762,7,0.0491,LOW,75.0,11,9,55.0,Active Learning|Adobe Creative Cloud software|Amazon Web Services AWS software|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1805,Human Resources,Human Resources,2592,11,0.1279,LOW,62.5,10,10,50.0,Active Learning|Adobe Illustrator|Adobe Photoshop|Learning Strategies|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1807,Research & Development,Laboratory Technician,5346,7,0.454,MEDIUM,68.75,10,10,50.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Microsoft Excel|Monitoring|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1809,Research & Development,Manufacturing Director,4213,10,0.4246,MEDIUM,62.5,10,10,50.0,Active Learning|Active Listening|Adobe Acrobat|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1812,Sales,Sales Executive,4127,2,0.1197,LOW,87.5,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1813,Research & Development,Research Scientist,2438,3,0.1898,LOW,62.5,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Bash|C|Git|Go|Learning Strategies|Reading Comprehension|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1814,Research & Development,Healthcare Representative,6870,3,0.1806,LOW,56.25,9,10,47.37,Active Listening|Critical Thinking|Google Analytics|Intuit QuickBooks|Linux|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1815,Sales,Sales Executive,10447,22,0.16,LOW,81.25,12,7,63.16,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Microsoft Office software|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1816,Research & Development,Manufacturing Director,9667,7,0.273,LOW,56.25,10,10,50.0,Active Learning|Apache Hadoop|Apple macOS|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1818,Human Resources,Human Resources,2148,5,0.4316,MEDIUM,75.0,9,11,45.0,Active Learning|Active Listening|Adobe Acrobat|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Oracle HRIS|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1821,Research & Development,Healthcare Representative,8926,9,0.4412,MEDIUM,81.25,10,9,52.63,Amazon Web Services AWS software|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1822,Research & Development,Healthcare Representative,6513,5,0.0662,LOW,87.5,10,9,52.63,Active Learning|Amazon Web Services AWS software|Critical Thinking|IBM SPSS Statistics|Linux|Microsoft Excel|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1823,Sales,Sales Executive,6799,10,0.1026,LOW,75.0,9,10,47.37,Active Listening|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1824,Sales,Manager,16291,16,0.0872,LOW,68.75,16,4,80.0,Amazon Web Services AWS software|Autodesk AutoCAD|Critical Thinking|Learning Strategies,Critical Thinking & Complex Decision Making (C-SOFT-01)
1826,Research & Development,Laboratory Technician,2705,5,0.2511,LOW,50.0,9,11,45.0,Billing software|Critical Thinking|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1827,Research & Development,Manufacturing Director,10333,22,0.1044,LOW,62.5,14,6,70.0,Active Listening|Adobe Creative Cloud software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1829,Research & Development,Healthcare Representative,4448,7,0.1551,LOW,50.0,10,9,52.63,Active Learning|Active Listening|Apache Hadoop|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Microsoft Office software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1830,Research & Development,Research Scientist,6854,7,0.1112,LOW,81.25,12,10,54.55,Active Learning|Apache Hadoop|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1833,Sales,Sales Executive,9637,3,0.2139,LOW,56.25,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1834,Research & Development,Research Scientist,3591,3,0.1039,LOW,62.5,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Spark|Bash|C|Docker|Git|GitHub|Go|Learning Strategies|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1835,Sales,Sales Representative,5405,4,0.2394,LOW,50.0,11,8,57.89,Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Excel|Monitoring|Reading Comprehension|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1836,Sales,Sales Executive,4684,5,0.1551,LOW,68.75,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1837,Research & Development,Research Director,15787,2,0.1463,LOW,56.25,14,8,63.64,Adobe Acrobat|ESRI ArcGIS software|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1839,Research & Development,Research Scientist,1514,0,0.4127,MEDIUM,68.75,8,14,36.36,Active Listening|Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|Docker|Git|GitHub|Go|Learning Strategies|Mathematics|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1842,Human Resources,Human Resources,2956,1,0.7955,HIGH,75.0,8,12,40.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Oracle HRIS|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1844,Human Resources,Human Resources,2335,2,0.8221,HIGH,50.0,8,12,40.0,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Oracle HRIS|Reading Comprehension|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1845,Sales,Sales Executive,5154,8,0.1282,LOW,68.75,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1847,Research & Development,Research Scientist,6962,1,0.1422,LOW,81.25,12,10,54.55,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|C|Go|Learning Strategies|Mathematics,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1849,Sales,Sales Executive,5675,7,0.1257,LOW,68.75,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1850,Research & Development,Laboratory Technician,2379,5,0.2972,LOW,87.5,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Google Docs|Microsoft Outlook|Microsoft Word|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1852,Research & Development,Laboratory Technician,3812,11,0.1398,LOW,81.25,10,10,50.0,Active Learning|Commercial plate reader software|Critical Thinking|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1853,Sales,Sales Executive,4648,0,0.241,LOW,87.5,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1854,Research & Development,Research Scientist,2936,6,0.1045,LOW,68.75,11,11,50.0,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Kafka|Bash|C|C++|Docker|GitHub|Mathematics|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1856,Research & Development,Laboratory Technician,2105,2,0.1808,LOW,68.75,9,11,45.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1857,Research & Development,Manufacturing Director,8578,9,0.0972,LOW,87.5,10,10,50.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
1858,Human Resources,Human Resources,2706,3,0.1349,LOW,75.0,8,12,40.0,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Applicant tracking software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Oracle HRIS|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1859,Research & Development,Healthcare Representative,6384,7,0.121,LOW,75.0,9,10,47.37,Active Listening|Apache Hadoop|Critical Thinking|Google Analytics|HubSpot software|Intuit QuickBooks|Microsoft Excel|Monitoring|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
